SaleProd Code,SaleProd Name,Specification,Specification Owner
001G2492,Helix HX8 A5/B5 5W-30 (A5/B5 Ford M2C-913D),Ford WSS-M2C913-C,Ford Motor Co
001G2492,Helix HX8 A5/B5 5W-30 (A5/B5 Ford M2C-913D),Ford WSS-M2C913-C - Meets the requirements,Ford Motor Co
001G2492,Helix HX8 A5/B5 5W-30 (A5/B5 Ford M2C-913D),Ford WSS-M2C913-D,Ford Motor Co
001G3006,Omala S2 GD 460,AGMA EP 9005-F16,AGMA
001G3006,Omala S2 GD 460,DIN 51517-3 CLP,DIN
001G3006,Omala S2 GD 460,Fives (Cincinnati Machine) P-35,Fives Cincinnati
001G3006,Omala S2 GD 460,GB 5903-2011 L-CKD,Chinese Standard
001G3006,Omala S2 GD 460,ISO 12925-1 CKD,ISO - International Organisation for Standardisation
001G3237,Helix HX3 SN 5W-30 (SN),API SN,American Petroleum Institute (API)
001G3237,Helix HX3 SN 5W-30 (SN),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001G3238,Helix HX5 Diesel 10W-30 (CI-4),API CG-4,American Petroleum Institute (API)
001G3238,Helix HX5 Diesel 10W-30 (CI-4),API CH-4,American Petroleum Institute (API)
001G3238,Helix HX5 Diesel 10W-30 (CI-4),API CI-4,American Petroleum Institute (API)
001G3589,Helix Ultra Professional AV-L 0W-20 (VW 50800/50900),ACEA C5,ACEA - Association des Constructeurs Europeens d'Automobiles
001G3589,Helix Ultra Professional AV-L 0W-20 (VW 50800/50900),API SN,American Petroleum Institute (API)
001G3589,Helix Ultra Professional AV-L 0W-20 (VW 50800/50900),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001G3589,Helix Ultra Professional AV-L 0W-20 (VW 50800/50900),Porsche C20,Porsche
001G3589,Helix Ultra Professional AV-L 0W-20 (VW 50800/50900),VW Standard 508.00,Volkswagen AG (VW)
001G3589,Helix Ultra Professional AV-L 0W-20 (VW 50800/50900),VW Standard 509.00,Volkswagen AG (VW)
001G3590,Gear Oil S1 G 150,AGMA EP 9005-F16,AGMA
001G3590,Gear Oil S1 G 150,GB 5903-2011 L-CKD,Chinese Standard
001G3590,Gear Oil S1 G 150,ISO 12925-1 CKC,ISO - International Organisation for Standardisation
001G3591,Gear Oil S1 G 460,AGMA EP 9005-F16,AGMA
001G3591,Gear Oil S1 G 460,GB 5903-2011 L-CKD,Chinese Standard
001G3591,Gear Oil S1 G 460,ISO 12925-1 CKC,ISO - International Organisation for Standardisation
001G3598,Rimula RT4 L 15W-40 (CK-4),ACEA E7,ACEA - Association des Constructeurs Europeens d'Automobiles
001G3598,Rimula RT4 L 15W-40 (CK-4),ACEA E9,ACEA - Association des Constructeurs Europeens d'Automobiles
001G3598,Rimula RT4 L 15W-40 (CK-4),API CH-4,American Petroleum Institute (API)
001G3598,Rimula RT4 L 15W-40 (CK-4),API CI-4,American Petroleum Institute (API)
001G3598,Rimula RT4 L 15W-40 (CK-4),API CI-4 Plus,American Petroleum Institute (API)
001G3598,Rimula RT4 L 15W-40 (CK-4),API CJ-4,American Petroleum Institute (API)
001G3598,Rimula RT4 L 15W-40 (CK-4),API CK-4,American Petroleum Institute (API)
001G3598,Rimula RT4 L 15W-40 (CK-4),API SN,American Petroleum Institute (API)
001G3598,Rimula RT4 L 15W-40 (CK-4),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001G3598,Rimula RT4 L 15W-40 (CK-4),Allison TES-439,Allison Transmission
001G3598,Rimula RT4 L 15W-40 (CK-4),Caterpillar ECF-2,Caterpillar
001G3598,Rimula RT4 L 15W-40 (CK-4),Caterpillar ECF-3,Caterpillar
001G3598,Rimula RT4 L 15W-40 (CK-4),Cummins CES 20081,Cummins
001G3598,Rimula RT4 L 15W-40 (CK-4),Cummins CES 20086,Cummins
001G3598,Rimula RT4 L 15W-40 (CK-4),Detroit Fluid Specification 93K218,Detroit Diesel Corporation
001G3598,Rimula RT4 L 15W-40 (CK-4),Detroit Fluid Specification 93K222,Detroit Diesel Corporation
001G3598,Rimula RT4 L 15W-40 (CK-4),Deutz DQC III-10 LA,Deutz AG
001G3598,Rimula RT4 L 15W-40 (CK-4),Iveco T2 E7 - Meets the requirements,Iveco
001G3598,Rimula RT4 L 15W-40 (CK-4),JASO DH-2,JASO - Japanese Automobile Standards Organization
001G3598,Rimula RT4 L 15W-40 (CK-4),MAN M 3575,MAN Nutzfahrzeuge AG (Corporate HQ)
001G3598,Rimula RT4 L 15W-40 (CK-4),MB-Approval 228.31,Mercedes-Benz
001G3598,Rimula RT4 L 15W-40 (CK-4),MTU Category 2.1,MTU-Friedrichshafen GmbH
001G3598,Rimula RT4 L 15W-40 (CK-4),Mack EO-O Premium Plus,MACK
001G3598,Rimula RT4 L 15W-40 (CK-4),Mack EO-S 4.5,MACK
001G3598,Rimula RT4 L 15W-40 (CK-4),Renault Trucks RLD-3,Renault
001G3598,Rimula RT4 L 15W-40 (CK-4),Renault Trucks RLD-4,Renault
001G3598,Rimula RT4 L 15W-40 (CK-4),Volvo VDS-4,Volvo 
001G3598,Rimula RT4 L 15W-40 (CK-4),Volvo VDS-4.5,Volvo 
001G3600,Rimula R4 MV 15W-40 (CK-4),API CJ-4,American Petroleum Institute (API)
001G3600,Rimula R4 MV 15W-40 (CK-4),API CK-4,American Petroleum Institute (API)
001G3600,Rimula R4 MV 15W-40 (CK-4),Caterpillar ECF-2,Caterpillar
001G3600,Rimula R4 MV 15W-40 (CK-4),Caterpillar ECF-3,Caterpillar
001G3600,Rimula R4 MV 15W-40 (CK-4),Cummins CES 20081,Cummins
001G3600,Rimula R4 MV 15W-40 (CK-4),Cummins CES 20086,Cummins
001G3600,Rimula R4 MV 15W-40 (CK-4),Deutz DQC III-10 LA,Deutz AG
001G3600,Rimula R4 MV 15W-40 (CK-4),JASO DH-2,JASO - Japanese Automobile Standards Organization
001G3600,Rimula R4 MV 15W-40 (CK-4),MTU Category 2.1,MTU-Friedrichshafen GmbH
001G3601,Rimula R4 MV 15W-40 (CK-4/Fine),API CJ-4,American Petroleum Institute (API)
001G3601,Rimula R4 MV 15W-40 (CK-4/Fine),API CK-4,American Petroleum Institute (API)
001G3601,Rimula R4 MV 15W-40 (CK-4/Fine),Caterpillar ECF-2,Caterpillar
001G3601,Rimula R4 MV 15W-40 (CK-4/Fine),Caterpillar ECF-3,Caterpillar
001G3601,Rimula R4 MV 15W-40 (CK-4/Fine),Cummins CES 20081,Cummins
001G3601,Rimula R4 MV 15W-40 (CK-4/Fine),Cummins CES 20086,Cummins
001G3601,Rimula R4 MV 15W-40 (CK-4/Fine),Deutz DQC III-10 LA,Deutz AG
001G3601,Rimula R4 MV 15W-40 (CK-4/Fine),JASO DH-2,JASO - Japanese Automobile Standards Organization
001G3601,Rimula R4 MV 15W-40 (CK-4/Fine),MTU Category 2.1,MTU-Friedrichshafen GmbH
001G3715,Spirax S6 CFD ME 60,Caterpillar FD-1,Caterpillar
001G3732,Advance 4T AX Star 20W-40 (SG/MA),API SG,American Petroleum Institute (API)
001G3732,Advance 4T AX Star 20W-40 (SG/MA),JASO MA,JASO - Japanese Automobile Standards Organization
001G4034,Helix Ultra l 5W-30 (SL A3/B4 + OEMs),ACEA A3,ACEA - Association des Constructeurs Europeens d'Automobiles
001G4034,Helix Ultra l 5W-30 (SL A3/B4 + OEMs),ACEA A3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001G4034,Helix Ultra l 5W-30 (SL A3/B4 + OEMs),ACEA A3/B3,ACEA - Association des Constructeurs Europeens d'Automobiles
001G4034,Helix Ultra l 5W-30 (SL A3/B4 + OEMs),ACEA A3/B3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001G4034,Helix Ultra l 5W-30 (SL A3/B4 + OEMs),ACEA A3/B4,ACEA - Association des Constructeurs Europeens d'Automobiles
001G4034,Helix Ultra l 5W-30 (SL A3/B4 + OEMs),ACEA B4,ACEA - Association des Constructeurs Europeens d'Automobiles
001G4034,Helix Ultra l 5W-30 (SL A3/B4 + OEMs),ACEA B4 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001G4034,Helix Ultra l 5W-30 (SL A3/B4 + OEMs),API SL,American Petroleum Institute (API)
001G4034,Helix Ultra l 5W-30 (SL A3/B4 + OEMs),BMW Longlife-01,BMW Group AG
001G4034,Helix Ultra l 5W-30 (SL A3/B4 + OEMs),MB-Approval 226.5,Mercedes-Benz
001G4034,Helix Ultra l 5W-30 (SL A3/B4 + OEMs),MB-Approval 229.5,Mercedes-Benz
001G4034,Helix Ultra l 5W-30 (SL A3/B4 + OEMs),Renault RN 0700,Renault
001G4034,Helix Ultra l 5W-30 (SL A3/B4 + OEMs),Renault RN 0710,Renault
001G4034,Helix Ultra l 5W-30 (SL A3/B4 + OEMs),Renault RN 0710 - Meets the requirements,Renault
001G4034,Helix Ultra l 5W-30 (SL A3/B4 + OEMs),VW Standard 502.00,Volkswagen AG (VW)
001G4034,Helix Ultra l 5W-30 (SL A3/B4 + OEMs),VW Standard 505.00,Volkswagen AG (VW)
001G4035,Helix Ultra l 5W-40 (SN A3/B4 + OEMs),ACEA A3,ACEA - Association des Constructeurs Europeens d'Automobiles
001G4035,Helix Ultra l 5W-40 (SN A3/B4 + OEMs),ACEA A3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001G4035,Helix Ultra l 5W-40 (SN A3/B4 + OEMs),ACEA A3/B3,ACEA - Association des Constructeurs Europeens d'Automobiles
001G4035,Helix Ultra l 5W-40 (SN A3/B4 + OEMs),ACEA A3/B3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001G4035,Helix Ultra l 5W-40 (SN A3/B4 + OEMs),ACEA A3/B4,ACEA - Association des Constructeurs Europeens d'Automobiles
001G4035,Helix Ultra l 5W-40 (SN A3/B4 + OEMs),ACEA A3/B4 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001G4035,Helix Ultra l 5W-40 (SN A3/B4 + OEMs),ACEA B3,ACEA - Association des Constructeurs Europeens d'Automobiles
001G4035,Helix Ultra l 5W-40 (SN A3/B4 + OEMs),ACEA B3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001G4035,Helix Ultra l 5W-40 (SN A3/B4 + OEMs),ACEA B4,ACEA - Association des Constructeurs Europeens d'Automobiles
001G4035,Helix Ultra l 5W-40 (SN A3/B4 + OEMs),ACEA B4 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001G4035,Helix Ultra l 5W-40 (SN A3/B4 + OEMs),API SN,American Petroleum Institute (API)
001G4035,Helix Ultra l 5W-40 (SN A3/B4 + OEMs),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001G4035,Helix Ultra l 5W-40 (SN A3/B4 + OEMs),BMW Longlife-01,BMW Group AG
001G4035,Helix Ultra l 5W-40 (SN A3/B4 + OEMs),MB-Approval 226.5,Mercedes-Benz
001G4035,Helix Ultra l 5W-40 (SN A3/B4 + OEMs),MB-Approval 229.5,Mercedes-Benz
001G4035,Helix Ultra l 5W-40 (SN A3/B4 + OEMs),PSA B71 2296,PSA Peugeot Citroen
001G4035,Helix Ultra l 5W-40 (SN A3/B4 + OEMs),Porsche A40,Porsche
001G4035,Helix Ultra l 5W-40 (SN A3/B4 + OEMs),Renault RN 0700,Renault
001G4035,Helix Ultra l 5W-40 (SN A3/B4 + OEMs),Renault RN 0710,Renault
001G4035,Helix Ultra l 5W-40 (SN A3/B4 + OEMs),Renault RN 0710 - Meets the requirements,Renault
001G4035,Helix Ultra l 5W-40 (SN A3/B4 + OEMs),VW Standard 502.00,Volkswagen AG (VW)
001G4035,Helix Ultra l 5W-40 (SN A3/B4 + OEMs),VW Standard 505.00,Volkswagen AG (VW)
001G4112,Shell Fully Synthetic Motor Oil 5W-40 (API SN A3/B4),ACEA A3,ACEA - Association des Constructeurs Europeens d'Automobiles
001G4112,Shell Fully Synthetic Motor Oil 5W-40 (API SN A3/B4),ACEA A3/B4,ACEA - Association des Constructeurs Europeens d'Automobiles
001G4112,Shell Fully Synthetic Motor Oil 5W-40 (API SN A3/B4),ACEA B4,ACEA - Association des Constructeurs Europeens d'Automobiles
001G4112,Shell Fully Synthetic Motor Oil 5W-40 (API SN A3/B4),API SN,American Petroleum Institute (API)
001G4112,Shell Fully Synthetic Motor Oil 5W-40 (API SN A3/B4),BMW Longlife-01,BMW Group AG
001G4112,Shell Fully Synthetic Motor Oil 5W-40 (API SN A3/B4),MB-Approval 229.5,Mercedes-Benz
001G4112,Shell Fully Synthetic Motor Oil 5W-40 (API SN A3/B4),VW Standard 502.00,Volkswagen AG (VW)
001G4112,Shell Fully Synthetic Motor Oil 5W-40 (API SN A3/B4),VW Standard 505.00,Volkswagen AG (VW)
001G4231,Tellus S4 VX 32 (BKL America),ISO 11158 HV Fluid,ISO - International Organisation for Standardisation
001G4232,Tellus S4 VX 32 (NTR outside America),ISO 11158 HV Fluid,ISO - International Organisation for Standardisation
001G4240,Helix Ultra Diesel l 5W-40 (A3/B4 + OEM),ACEA A3,ACEA - Association des Constructeurs Europeens d'Automobiles
001G4240,Helix Ultra Diesel l 5W-40 (A3/B4 + OEM),ACEA A3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001G4240,Helix Ultra Diesel l 5W-40 (A3/B4 + OEM),ACEA A3/B3,ACEA - Association des Constructeurs Europeens d'Automobiles
001G4240,Helix Ultra Diesel l 5W-40 (A3/B4 + OEM),ACEA A3/B3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001G4240,Helix Ultra Diesel l 5W-40 (A3/B4 + OEM),ACEA B3,ACEA - Association des Constructeurs Europeens d'Automobiles
001G4240,Helix Ultra Diesel l 5W-40 (A3/B4 + OEM),ACEA B3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001G4240,Helix Ultra Diesel l 5W-40 (A3/B4 + OEM),ACEA B4,ACEA - Association des Constructeurs Europeens d'Automobiles
001G4240,Helix Ultra Diesel l 5W-40 (A3/B4 + OEM),ACEA B4 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001G4240,Helix Ultra Diesel l 5W-40 (A3/B4 + OEM),MB-Approval 226.5,Mercedes-Benz
001G4240,Helix Ultra Diesel l 5W-40 (A3/B4 + OEM),MB-Approval 229.5,Mercedes-Benz
001G4240,Helix Ultra Diesel l 5W-40 (A3/B4 + OEM),Renault RN 0710,Renault
001G4240,Helix Ultra Diesel l 5W-40 (A3/B4 + OEM),Renault RN 0710 - Meets the requirements,Renault
001G4240,Helix Ultra Diesel l 5W-40 (A3/B4 + OEM),VW Standard 505.00,Volkswagen AG (VW)
001G4600,Rimula R3 Extra 15W-40 (CI-4),API CI-4,American Petroleum Institute (API)
001G4722,Spirax S2 A 80W-90 (Korea),API GL-5,American Petroleum Institute (API)
001G4723,Spirax S2 A 90 (Korea),API GL-5,American Petroleum Institute (API)
001G4724,Spirax S2 G 80W (Korea),API GL-4,American Petroleum Institute (API)
001G4725,Spirax S2 G 80W-90 (Korea),API GL-4,American Petroleum Institute (API)
001G4726,Spirax S2 G 90 (Korea),API GL-4,American Petroleum Institute (API)
001G4727,Spirax S2 G 140 (Korea),API GL-4,American Petroleum Institute (API)
001G4778,Advance 4T AX5 Scooter 20W-40 (MB),JASO MB,JASO - Japanese Automobile Standards Organization
001G4838,Helix Ultra Professional AT-L 5W-30 (C2 Fiat 955535.S1),ACEA C2,ACEA - Association des Constructeurs Europeens d'Automobiles
001G4838,Helix Ultra Professional AT-L 5W-30 (C2 Fiat 955535.S1),Fiat 9.55535-S1 - Meets the requirements,Fiat
001G4838,Helix Ultra Professional AT-L 5W-30 (C2 Fiat 955535.S1),Iveco 18-1811 Sp-SC1 - Meets the requirements,Iveco
001G4895,Heat Transfer Oil S4 X,DIN 51522,DIN
001G4895,Heat Transfer Oil S4 X,ISO 6743-12,ISO - International Organisation for Standardisation
001G5050,Tactic EMV 500 Gadus S3 V220C 2,ASTM D4950 LB-GC,ASTM - American Society for Testing and Materials
001G5123,Helix HX8 Professional AG 0W-20 (SN/GF-5 dexos1),API SN,American Petroleum Institute (API)
001G5123,Helix HX8 Professional AG 0W-20 (SN/GF-5 dexos1),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001G5123,Helix HX8 Professional AG 0W-20 (SN/GF-5 dexos1),General Motors dexos1 Gen2,General Motors (GM)
001G5123,Helix HX8 Professional AG 0W-20 (SN/GF-5 dexos1),ILSAC GF-5,ILSAC - International Lubricant Standardization and Approval Committee
001G5290,Advance 4T AX7 Scooter 10W-30 (SM/MB),API SM,American Petroleum Institute (API)
001G5290,Advance 4T AX7 Scooter 10W-30 (SM/MB),JASO MB,JASO - Japanese Automobile Standards Organization
001G5461,Rimula R4 L 10W-40 (CK-4),ACEA E7,ACEA - Association des Constructeurs Europeens d'Automobiles
001G5461,Rimula R4 L 10W-40 (CK-4),ACEA E9,ACEA - Association des Constructeurs Europeens d'Automobiles
001G5461,Rimula R4 L 10W-40 (CK-4),API CJ-4,American Petroleum Institute (API)
001G5461,Rimula R4 L 10W-40 (CK-4),API CK-4,American Petroleum Institute (API)
001G5461,Rimula R4 L 10W-40 (CK-4),Iveco TLS E9 - Meets the requirements,Iveco
001G5461,Rimula R4 L 10W-40 (CK-4),MAN M 3575,MAN Nutzfahrzeuge AG (Corporate HQ)
001G5461,Rimula R4 L 10W-40 (CK-4),MB-Approval 228.31,Mercedes-Benz
001G5461,Rimula R4 L 10W-40 (CK-4),Volvo VDS-4,Volvo 
001G5461,Rimula R4 L 10W-40 (CK-4),Volvo VDS-4.5,Volvo 
001G5562,Rotella ELC Nitrite Free Pre-Diluted 60/40 - Canada,ASTM D3306,ASTM - American Society for Testing and Materials
001G5562,Rotella ELC Nitrite Free Pre-Diluted 60/40 - Canada,ASTM D4985,ASTM - American Society for Testing and Materials
001G5562,Rotella ELC Nitrite Free Pre-Diluted 60/40 - Canada,ASTM D6210,ASTM - American Society for Testing and Materials
001G5562,Rotella ELC Nitrite Free Pre-Diluted 60/40 - Canada,Cummins CES 14439,Cummins
001G5562,Rotella ELC Nitrite Free Pre-Diluted 60/40 - Canada,Detroit Fluid Specification 93K217,Detroit Diesel Corporation
001G5562,Rotella ELC Nitrite Free Pre-Diluted 60/40 - Canada,General Motors GM 6277M,General Motors (GM)
001G5562,Rotella ELC Nitrite Free Pre-Diluted 60/40 - Canada,Navistar MPAPS B-1 Type IIIA (formerly Int CEMS B-1 Type IIIA),Navistar
001G5562,Rotella ELC Nitrite Free Pre-Diluted 60/40 - Canada,Volvo TSI 184-001,Volvo 
001G5577,Helix Ultra Professional AF-L 0W-30 (C2 Ford 950A),ACEA C2,ACEA - Association des Constructeurs Europeens d'Automobiles
001G5577,Helix Ultra Professional AF-L 0W-30 (C2 Ford 950A),Ford WSS-M2C950-A,Ford Motor Co
001G5641,Construction HD2 20W-50 (CF-4),API CF-4,American Petroleum Institute (API)
001G5642,Construction HD3 20W-50 (CH-4),API CH-4,American Petroleum Institute (API)
001G5786,Pennzoil Platinum Euro JL SAE 0W-20 Fully Synthetic Motor Oil (JLR 5122),ACEA A5 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001G5786,Pennzoil Platinum Euro JL SAE 0W-20 Fully Synthetic Motor Oil (JLR 5122),ACEA A5/B5 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001G5786,Pennzoil Platinum Euro JL SAE 0W-20 Fully Synthetic Motor Oil (JLR 5122),ACEA B5 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001G5786,Pennzoil Platinum Euro JL SAE 0W-20 Fully Synthetic Motor Oil (JLR 5122),API SL,American Petroleum Institute (API)
001G5786,Pennzoil Platinum Euro JL SAE 0W-20 Fully Synthetic Motor Oil (JLR 5122),Jaguar Land Rover STJLR 51.5122,Jaguar Land Rover
001G5899,Corena S5 R 46,ISO 6743-3 L-DAJ,ISO - International Organisation for Standardisation
001G5900,Corena S5 R 37,ISO 6743-3 L-DAJ,ISO - International Organisation for Standardisation
001G5933,Helix Ultra ECT C2 5W-30 (C2),ACEA C2,ACEA - Association des Constructeurs Europeens d'Automobiles
001G5933,Helix Ultra ECT C2 5W-30 (C2),ACEA C2 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001G5933,Helix Ultra ECT C2 5W-30 (C2),API SN,American Petroleum Institute (API)
001G5933,Helix Ultra ECT C2 5W-30 (C2),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001G5933,Helix Ultra ECT C2 5W-30 (C2),Fiat 9.55535-S1 - Meets the requirements,Fiat
001G5937,Helix Ultra Professional ABB 0W-40 (SN A3/B4 + OEMs),ACEA A3,ACEA - Association des Constructeurs Europeens d'Automobiles
001G5937,Helix Ultra Professional ABB 0W-40 (SN A3/B4 + OEMs),ACEA A3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001G5937,Helix Ultra Professional ABB 0W-40 (SN A3/B4 + OEMs),ACEA A3/B4,ACEA - Association des Constructeurs Europeens d'Automobiles
001G5937,Helix Ultra Professional ABB 0W-40 (SN A3/B4 + OEMs),ACEA A3/B4 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001G5937,Helix Ultra Professional ABB 0W-40 (SN A3/B4 + OEMs),ACEA B4,ACEA - Association des Constructeurs Europeens d'Automobiles
001G5937,Helix Ultra Professional ABB 0W-40 (SN A3/B4 + OEMs),ACEA B4 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001G5937,Helix Ultra Professional ABB 0W-40 (SN A3/B4 + OEMs),API SN,American Petroleum Institute (API)
001G5937,Helix Ultra Professional ABB 0W-40 (SN A3/B4 + OEMs),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001G5937,Helix Ultra Professional ABB 0W-40 (SN A3/B4 + OEMs),MB-Approval 229.5,Mercedes-Benz
001G5937,Helix Ultra Professional ABB 0W-40 (SN A3/B4 + OEMs),VW Standard 502.00,Volkswagen AG (VW)
001G5937,Helix Ultra Professional ABB 0W-40 (SN A3/B4 + OEMs),VW Standard 505.00,Volkswagen AG (VW)
001G5938,Helix Ultra Professional ABB 5W-30 (SL A3/B4 + OEMs),ACEA A3,ACEA - Association des Constructeurs Europeens d'Automobiles
001G5938,Helix Ultra Professional ABB 5W-30 (SL A3/B4 + OEMs),ACEA A3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001G5938,Helix Ultra Professional ABB 5W-30 (SL A3/B4 + OEMs),ACEA A3/B4,ACEA - Association des Constructeurs Europeens d'Automobiles
001G5938,Helix Ultra Professional ABB 5W-30 (SL A3/B4 + OEMs),ACEA A3/B4 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001G5938,Helix Ultra Professional ABB 5W-30 (SL A3/B4 + OEMs),ACEA B4,ACEA - Association des Constructeurs Europeens d'Automobiles
001G5938,Helix Ultra Professional ABB 5W-30 (SL A3/B4 + OEMs),ACEA B4 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
